The following questions are about activities you might do during a typical day. Does YOUR HEALTH NOW LIMIT YOU in these activities? If so, how much? Walking MORE THAN ONE kilometer:|physical capacity
The following questions are about activities you might do during a typical day. Does YOUR HEALTH NOW LIMIT YOU in these activities? If so, how much? Walking HALF a kilometre:|physical capacity
The following questions are about activities you might do during a typical day. Does YOUR HEALTH NOW LIMIT YOU in these activities? If so, how much? Walking 100 metres|physical capacity
How many times did you do each type of activity LAST WEEK? Walking briskly (for recreation or exercise, or to get from place to place)|active lifestyle
In the last month HAVE YOU HAD ANY DIFFICULTY walking inside the house|physical capacity
In the last month have you needed HELP FROM ANOTHER PERSON walking inside the house?|environment
Think about the walking you do outside the home. How often do you walk outside the home for more than 10 minutes without stopping?|active lifestyle
When you walk outside the home for more than 10 minutes without stopping, for how many minutes do you usually walk?|active lifestyle
What is your usual speed?|active lifestyle
Not including walking outside the home, how often each week (7 days) do you usually do the exercises below; STRENUOUS OR VERY HARD EXERCISE (You work up a sweat and your heart beats fast.) For example, aerobics, aerobic dancing, jogging, tennis, swimming laps.|active lifestyle
Not including walking outside the home, how often each week (7 days) do you usually do the exercises below; STRENUOUS OR VERY HARD EXERCISE (You work up a sweat and your heart beats fast.) For example, aerobics, aerobic dancing, jogging, tennis, swimming laps. How long do you usually exercise like this at one time?|active lifestyle
Not including walking outside the home, how often each week (7 days) do you usually do the exercises below; MODERATE EXERCISE (Not exhausting). For example, biking outdoors, using an exercise machine (like stationary bike or treadmill), calisthenics, easy swimming, popular or folk dancing. How long do you usually exercise like this at one time?|active lifestyle
Not including walking outside the home, how often each week (7 days) do you usually do the exercises below; MILD EXERCISE. For example, slow dancing, bowling, golf|active lifestyle
Not including walking outside the home, how often each week (7 days) do you usually do the exercises below; MILD EXERCISE. For example, slow dancing, bowling, golf; How long do you usually exercise like this at one time?|active lifestyle
For each of the ages below, did you usually do strenuous or very hard exercises at least 3 days a week? This would include exercise that was long enough to work up a sweat and make your heart beat fast. (Be sure to mark "No" if you did not do very hard exercises at the ages listed below.)|active lifestyle
For each of the ages below, did you usually do strenuous or very hard exercises at least 3 days a week? This would include exercise that was long enough to work up a sweat and make your heart beat fast. (Be sure to mark "No" if you did not do very hard exercises at the ages listed below.); 18 years old.|active lifestyle
For each of the ages below, did you usually do strenuous or very hard exercises at least 3 days a week? This would include exercise that was long enough to work up a sweat and make your heart beat fast. (Be sure to mark "No" if you did not do very hard exercises at the ages listed below.); 35 years old.|active lifestyle
For each of the ages below, did you usually do strenuous or very hard exercises at least 3 days a week? This would include exercise that was long enough to work up a sweat and make your heart beat fast. (Be sure to mark "No" if you did not do very hard exercises at the ages listed below.); 50 years old.|active lifestyle
How many times a week do you usually do 30 minutes or more walking? (e.g. walking from place to place for exercise, leisure or recreation)?|active lifestyle
How many times a week do you usually do 20 minutes or more of vigorous-intensity physical activity that make you sweat or puff and pant? (e.g., heavy lifting digging, jogging, aerobics or fast bicycling)?|active lifestyle
How many times a week do you usually do 30 minutes or more of moderate-intensity physical activity that increases your heart rate or make you breathe harder than normal? (e.g., carrying light loads, bicycling at a regular pace or doubles tennis)?|active lifestyle
How many times a week do you usually do 30 minutes or more of moderate-intensity physical activity or walking that increases your heart rate or makes you breathe harder than normal?|active lifestyle
How many hours on average did you spend on a weekday with physically vigorous activities: e.g., climbing stairs, cycling uphill?|environment
How many hours on average did you spend on a weekday with physically moderate activities, e.g. fast walking, cycling without going uphill?|environment
xx.x hours are left for physically light activities e.g. cooking....walking activities|active lifestyle
On average, how many hours per week did you work?|active lifestyle
How often during this time period did/do you typically walk (only outside the house and not at work)? On Weekdays:|active lifestyle
How often during this time period did/do you typically walk (only outside the house and not at work)? On Weekends:|active lifestyle
How often during this time period did/do you typically ride a bicycle (ordinary cycling for transportation, not for exercise) on weekdays?|active lifestyle
How often during this time period did/do you typically ride a bicycle (ordinary cycling for transportation, not for exercise) on weekends?|active lifestyle
Mark how many minutes of MODERATE physical activity (lower intensity activities such as walking, biking to school) you did in the last 7 days. This includes physical activity during physical education class, lunch, recess, after school, evenings, and spare time.|active lifestyle
PA Log (In the past week, how many times have you WALKED for recreation or exercise and/or to get to and from places for at least 10 minutes continuously? Please estimate the total time you spent walking in the past week.)|active lifestyle
In the past week, how many times did you do MODERATE exercise or other physical activity (around the house or at work) which DID NOT make you breathe harder or puff and pant? (e.g., digging in the garden, moderate cycling, raking leaves, dancing).Please estimate the total time spent doing moderate exercise or physical activity in the past week.|physical capacity
Over 7 typical days, how often did you take a walk or ride a bicycle on errands such as going to or from a store or taking children to school?|environment
On average, how many hours per day did you spend walking or cycling for these reasons?|environment
Over 7 typical days, how often did you participate in light sport and recreational activities such as leisurely walking for exercise or pleasure...|active lifestyle
On average, how many hours per day did you engage in these light sport and recreational activities?|active lifestyle
Over 7 typical days, how often did you participate in moderate or somewhat strenuous sport and recreational activities such as walking fast or briskly for exercise...|active lifestyle
On average how many hours per day did you engage in these moderate or somewhat strenuous sporting and recreational activities?|active lifestyle
We would like to know how much you walk and lift at home and work during the space of a week. Choose the alternatives that best correspond to your working tasks during the past month and give the number of hours you have devoted to these activities.|active lifestyle
We would like to know how much you walk and lift at home and work during the space of a week: Light domestic work including standing and walking, such as cooking, ironing and picking things up|active lifestyle
We would like to know how much you walk and lift at home and work during the space of a week: Light yet flexible work. You have a light job, during which you walk and stand quite a lot, include working as a nurse, in a shop, doing light industrial work|active lifestyle
We would like to know how much you walk and lift at home and work during the space of a week: You have a fairly strenuous job, including walking, climbing stairs, heavy lifting or more than 3 kg, such as nursing or service, work, postman|active lifestyle
PA Log (List up to 3 main activities that you did to go to and from work or volunteer activity e.g.. walk, bike, in-line skate etc)|environment
Considering all walking, how many hours per day do you walk at work?|environment
In a usual day, do you do any walking at work, such as walking in the halls, postal carrier, waiter, or roving sales person?|environment
In a usual day, do you do any heavy labor or use power tools at work, such as moving furniture, carpentry, jackhammers, or using a shovel or pick?|environment
How many hours per day do you do heavy labor at work?|environment
Over the past 30 days, how often did {you/SP} do this? [Walk or bicycle as part of getting to and from Q/U work, or school, or to do errands.]|environment
On those days when {you/SP} walked or bicycled, about how long did {you/s/he} spend altogether doing this?|active lifestyle
Over the past 30 days, did {you/SP} do any vigorous activities for at least 10 minutes that caused heavy sweating, or large increases in breathing or heart rate? Some examples are running, lap swimming, aerobics classes, or fast bicycling|physical capacity
[Over the past 30 days], what vigorous activities did {you/SP} do? AEROBICS (HIGH IMPACT, E.G., STEP,TAEBO)|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? BASKETBALL|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? BICYCLING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? FOOTBALL|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? HOCKEY|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? HIKING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? JOGGING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? KAYAKING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? RACQUETBALL|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? ROLLERBLADING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? ROWING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? RUNNING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? SKATING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? SKIING  CROSS COUNTRY (Including Nordic Track)|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? SKIING  DOWNHILL|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? SOCCER|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? STAIR CLIMBING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? SWIMMING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? TENNIS|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? TREADMILL|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? VOLLEYBALL|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? WALKING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? WEIGHT LIFTING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? FRISBEE|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? HORSEBACK RIDING|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? MARTIAL ARTS (KARATE, JUDO)|active lifestyle
[Over the past 30 days], what vigorous activities did {you/SP} do? YOGA|active lifestyle
[Over the past 30 days], how often did {you/SP} do aerobics? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play baseball? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play basketball? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} bicycle? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} bowl? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} dance? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} fish? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play football? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play golf? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} hike? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play hockey? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} hunt? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} jog? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} kayak? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} rollerblade? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} row? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} skate? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} downhill ski? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play soccer? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play softball? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} climb stairs? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} stretch? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} swim? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play tennis PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} use a treadmill? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play volleyball? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} walk? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} lift weights? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play frisbee? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} horseback ride? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} play martial arts? PROBE: How many times per day, per week, or per month?|active lifestyle
[Over the past 30 days], how often did {you/SP} do yoga? PROBE: How many times per day, per week, or per month?|active lifestyle
Over the past 30 days, did {you/SP} do any physical activities specifically designed to strengthen {your/his/her} muscles such as lifting weights, push-ups or sit-ups?|physical capacity
[Over the past 30 days], how often did {you/SP} do these physical activities? [Activities designed to strengthen {your/his/her} muscles such as lifting weights, push-ups or sit-ups.]|physical capacity
Over the past 30 days, on average how many hours per day did {you/SP} sit and watch TV or videos {outside of work}?|environment
Over the past 30 days, on average how many hours per day did {you/SP} use a computer or play computer games {outside of work}?|environment
During the last 7 days, on how many days did you walk at a brisk pace - a brisk pace is a pace at which you are breathing harder than normal? This includes walking at work or school, while getting from place to place, at home and at any activities that you did solely for recreation, sport, exercise or leisure. Think only about brisk walking done for at least 10 minutes at a time.|physical capacity
How much time did you typically spend walking at a brisk pace on each of those days?|physical capacity
During the last 7 days, on how many days did you do moderate physical activities? Moderate' activities make you breathe harder than normal, but only a little - like carrying light loads, bicycling at a regular pace, or other activities like those on this card(Showcard 1 - Moderate Physical Activity). Do not include walking of any kind. Think only about those physical activities done for at least 10 minutes at a time.|active lifestyle
During the last 7 days, on how many days did you do vigorous physical activities? Vigorous' activities make you breathe a lot harder than normal (huff and puff') - like heavy lifting, digging, aerobics, fast bicycling, or other activities like those shown on this card|active lifestyle
Light physical activities which do not increase your breathing rate, such as slow walking or cycling, light swimming-pool exercise, swimming or gardening.|physical capacity
Moderate physical activity or exercise that increases your breathing rate or body temperature (perspiration), even if you can still keep talking while exercising. This includes brisk walking or cycling, walking on paths in nature, light jogging, moderately intensive gardening, pool exercise, aerobics and so on.|physical capacity
Vigorous exercise that noticeably increases your breathing rate and perspiration, such as fast walking, jogging, other strenuous aerobic or weight training, ball games, gardening and so on.|physical capacity
How much time a day do you spend doing activities as demanding as: For example walking briskly, horseback riding, sweeping sidewalk etc|active lifestyle
On how many days during a usual week you work up a sweat during leisure time while being physically active?|physical capacity
Activities-during the last seven days:. Bicycling fast (about 15 km/h)|active lifestyle
Activities-during the last seven days: Bicycling slowing (about 9 km/h)|active lifestyle
Activities-during the last seven days: Walking normally|active lifestyle
Activities-during the last seven days: Walking quickly or uphill|active lifestyle
Activities-during the last seven days: Climbing upstairs|active lifestyle
Activities-during the last seven days: Walking while carrying heavy baggage|active lifestyle
Activities-during the last seven days: Bicycling slowly (about 9 km/h)|active lifestyle
Activities-during the last seven days: Bicycling fast (about 15 km/h)|active lifestyle
Activities-during the last seven days: . Bicycling (exercise, without bicycling mentioned in II-12)|active lifestyle
Activities-during the last seven days: Athletic walking|active lifestyle
Activities-during the last seven days: Running|active lifestyle
Think about moderate physical activities that make you breathe somewhat harder and may include continuous walking, hiking, dancing, gardening or sport activities. Currently, do you do any physical activities that make you breathe somewhat harder?|physical capacity
Do you intend to do physical activities that make you breathe somewhat harder?|physical capacity
Currently, do you do moderate physical activities that make you breathe somewhat harder for 30 minutes or more on every day or most days of the week? Include all activities with a length of 10 minutes or more.|physical capacity
Do you intend to start with physical activities that make you breathe somewhat harder for 30 minutes or longer next month?|physical capacity
Have you been doing physical activities that make you breathe somewhat harder for 30 minutes or more every day or most days of the week for half a year or longer?|physical capacity
Now think about sport or other physical activities that make you sweat. Do you work up a sweat during leisure time while being physically active at least once a week? For example: Brisk walking, running, bicycling etc.?|physical capacity
Do you work up a sweat while being physically active off leisure time at least once a week? (For example: On the job?)|physical capacity
Do you intend to start with sport activities that make you work up a sweat?|physical capacity
Do you do sport activities that make you work up a sweat three times per week for 20 minutes or more on a regular basis?|physical capacity
Do you intend to start within the next month with sport activities that make you work up a sweat three times per week for 20 minutes or more?|physical capacity
Do you do sport activities that make you work up a sweat three times a week for 20 min or more since more than half a year?|physical capacity
During the last seven days, have you been normally, more, or less active|active lifestyle
In leisure time how many minutes do you usually spend on transportation by bike on a weekday, a weekend day?|environment
In leisure time, how many minutes do you usually spend on transportation on foot on a weekday, a weekend day?|environment
How many minutes a day do you usually spend on transportation to and from your main/additional occupation by bike?|environment
How many minutes a day do you usually spend on transportation to and from your main/additional occupation on foot?|environment
During the past seven days, did you walk for at least ten minutes at a time to get some place such as work, school, a store, or restaurant?|environment
During the past seven days, did you walk for at least ten minutes at a time to get some place such as work, school, a store, or restaurant; On how many days did you do this?|environment
How much time did you {usually} spend walking on {one of those days/that day}?|active lifestyle
Sometimes you may walk for fun, relaxation, exercise, or to walk the dog. During the past seven days did you walk for at least ten minutes at a time for any of these reasons? Please do not include any walking that you already told me about.|environment
During the last 7 days, did you do any moderate physical activities in your free time for at least 10 minutes, other than walking?|active lifestyle
During the last 7 days, did you do any moderate physical activities in your free time for at least 10 minutes, other than walking; On how many days did you do this?|active lifestyle
Now think about vigorous activities you did in your free time that take hard physical effort, such as aerobics, running, soccer, fast bicycling, or fast swimming. Do not include walking. days, did you do any vigorous physical activities in your free time?|environment
Now think about vigorous activities you did in your free time that take hard physical effort, such as aerobics, running, soccer, fast bicycling, or fast swimming. Do not include walking. days, did you do any vigorous physical activities in your free time; On how many days did you do this?|environment
How many times in a normal week do you engage in pre-planned physical activity?|environment
How long have you been engaging in pre-planned physical activity at this weekly rate?|environment
If you add together each session of pre-planned physical activity that you engage in during a normal week, how much time would you estimate that you spend in total?|environment
In the past, how long have you generally persisted with a pre-planned physical activity program before giving up?|environment
How vigorously do you engage in pre-planned physical activity?|environment
In general, what is the duration of each session of pre-planned physical activity that you engage in?|environment
On average, during the past year, how many hours each day did you spend: Walking to and from church, store, school, work|active lifestyle
On average, during the past year, how many hours each day did you spend: Walking as part of your job|environment
On average, during the past year, how many hours each day did you spend: Walking for exercise|active lifestyle
How many city blocks or their equivalent do you walk each day?|active lifestyle
What is your usual pace of walking? Casual or strolling (less than 2 mph)|active lifestyle
What is your usual pace of walking? Average or normal (2 to 3 mph)|active lifestyle
What is your usual pace of walking? Brisk or striding (4 mph or faster)|active lifestyle
What is your usual pace of walking? Fairly brisk (3 to 4 mph) flights|active lifestyle
IN THE LAST WEEK how many times have you walked continuously, for at least 10 minutes, for recreation, exercise or to get to or from places?|active lifestyle
What do you estimate was the total time that you spent walking in this way IN THE LAST WEEK? [INTERVIEWER: THIS IS 'CONTINUOUS' WALKING]|environment
IN THE LAST WEEK, how many times did you do any vigorous physical activity which made you breathe harder or puff and pant? (e.g. jogging, cycling, aerobics, competitive tennis)|environment
What do you estimate was the total time that you spent doing this vigorous physical activity IN THE LAST WEEK?|environment
How often did you walk during the last week?|environment
How long did such a walk last? (walk during the last week)|active lifestyle
Did you take a walk that lasted longer than 1 hour during the last month?|environment
How often did you do that? (take a walk that lasted longer than 1 hour during the last month)|environment
How often did you bicycle last week?|environment
How long did you bicycle? (last week)|environment
Exercise:How much time you spent doing this activity during a typical week? Brisk walking (10+ minutes in duration)|active lifestyle
Exercise:How much time you spent doing this activity during a typical week? Cycling,exercise|active lifestyle
Recreational Activities: How much time you spent doing this activity during a typical week? Leisurely walking (10+ minutes in duration)|active lifestyle
About how many times per month did you walk for at least 10 minutes or more....|active lifestyle
When you did walk for how many minutes did you do it?|active lifestyle
The walking routine that I try to complete consists of walking: (# days a week)|active lifestyle
The walking routine that I try to complete consists of walking: (# minutes)|active lifestyle
The walking routine that I try to complete consists of walking:(How many miles each session?)|active lifestyle
Check the months you used this kind of transportation to and from each job. Walk|environment
Check the months you used this kind of transportation to and from each job. Bicycle|environment
What is the approximate round trip distance that you walked to and from each of your jobs in miles or blocks?|active lifestyle
What is the approximate round trip distance that you bicycled to and from each of your jobs in miles or blocks?|active lifestyle
In the months that you walked to work, how many times per month did you usually do this?|active lifestyle
In the months that you bicycled to work, how many times per month did you usually do this?|active lifestyle
PA at work in the past 12 months: Walking at work, not carrying anything (between buildings/in hallways/roving store clerk)|active lifestyle
Hours per week you spend walking at work, not carrying anything (between buildings/in hallways/roving store clerk)|active lifestyle
PA at work in the past 12 months: Walking at work, carrying something (trays, dishes)|active lifestyle
Hours per week you spend walking at work, carrying something (trays, dishes)|active lifestyle
PA at work in the past 12 months: Standing or walking at work, carrying objects 25 pounds.|active lifestyle
Hours per week you spend standing or walking at work, carrying objects 25 pounds.|active lifestyle
PA at work in the past 12 months: Standing or walking at work, carrying objects 50 pounds.|environment
Hours per week you spend standing or walking at work, carrying objects 50 pounds.|active lifestyle
PA at work in the past 12 months: Standing or walking at work, carrying objects 75 pounds.|active lifestyle
Hours per week you spend standing or walking at work, carrying objects 75 pounds.|active lifestyle
PA at work in the past 12 months: Standing or walking at work, carrying objects 100 pounds.|active lifestyle
Hours per week you spend standing or walking at work, carrying objects 100 pounds.|active lifestyle
How many days per week you performed the following activities: Walking to/from work or school|environment
Average time per day: Walking to/from work or school|environment
How many days per week you performed the following activities: Bicycling to/from work or school|environment
Average time per day: Bicycling to/from work or school|environment
How many days per week you performed the following activities: Walking for leisure|environment
Average time per day: Walking for leisure|environment
How many days per week you performed the following activities: Bicycling for leisure|environment
Average time per day: Bicycling for leisure|environment
For the last 3 months, which of the following activities have you preformed regularly: Walking?|active lifestyle
For walking, how many workouts per week?|active lifestyle
For walking, how many miles per workout?|active lifestyle
For walking, the average duration per workout?|active lifestyle
For the last 3 months, which of the following activities have you preformed regularly: Bicycling?|active lifestyle
For bicycling, how many workouts per week?|active lifestyle
For bicycling, how many miles per workout?|active lifestyle
For bicycling, the average duration per workout?|active lifestyle
At work, how many hours per week do you spend walking?|environment
On your way to and from work, how long do you spend per week walking?|environment
On your way to and from work, how long do you spend per week cycling?|environment
Leisure time activities: how long do you spend walking in an average week?|environment
Leisure time activities: how long do you spend cycling in an average week?|environment
Over the past 7 days, how often did you take a walk outside your home or yard for any reason?|environment
Over the past 7 days, how often did you take a walk outside your home or yard for any reason; On average, how many hours per day did you spend walking?|environment
Over the past 7 days, how often did you engage in strenuous sport activities (cycling)take a walk outside?|active lifestyle
Over the past 7 days, how often did you engage in strenuous sport activities (cycling)take a walk outside; On average, how many hours per day did you engage in these strenuous activities?|active lifestyle
How may city blocks did you walk on an average day during the past year?|active lifestyle
In the past 10 years, did you walk for exercise? (At least once a week for a year)|active lifestyle
How many years in the past 10 years, did you walk for exercise?|active lifestyle
How many days per week did you walk for exercise?|active lifestyle
How many minutes per day did you walk for exercise?|active lifestyle
When you walk for exercise: what is your usual pace (minutes)?|active lifestyle
During the past year, what was your average time per week spent at each of the following recreational activities: walking or hiking outdoors?|active lifestyle
During the past year, what was your average time per week spent at each of the following recreational activities: bicycling (include stationary)?|active lifestyle
On average, how many hours per week do you spend: walking around at work?|environment
On average, how many hours per week do you spend walking around at home?|environment
What is your usual walking pace outdoors?|environment
How many blocks do you walk daily?|active lifestyle
Do you need to limit your physical activity because of an illness, injury or handicap?|physical capacity
On a work day, about how much time do you spend doing the following: (walking)|active lifestyle
On a work day, about how much time do you spend doing the following: (lifting or carrying heavy things)|active lifestyle
On a work day, about how much time do you spend doing the following: (other strenuous tasks)|active lifestyle
Number of minutes per week(All walking to and/or from work and school)|environment
Number of minutes per week(walking during breaks and/or lunch time)|environment
Number of minutes per week(walking as part of errands performed outside of your yard and household)|environment
Did it (all walking to and/or from work and school) usually cause a large increase in your heart rate or breathing?|environment
Did it (walking during breaks and/or lunch time) usually cause a large increase in your heart rate or breathing?|environment
Did it (walking as part of errands performed outside of your yard and household) usually cause a large increase in your heart rate or breathing?|environment
How many times in the past 2 weeks did you do the activity(walking for exercise)?|active lifestyle
How many times in the past 2 weeks did you do the activity(jogging or running)?|active lifestyle
How many times in the past 2 weeks did you do the activity(hiking)?|active lifestyle
How many times in the past 2 weeks did you do the activity(gardening or yard work)?|active lifestyle
How many times in the past 2 weeks did you do the activity(aerobics or aerobic dancing)?|active lifestyle
How many times in the past 2 weeks did you do the activity(other dancing)?|active lifestyle
How many times in the past 2 weeks did you do the activity(calisthenics or general exercise)?|active lifestyle
How many times in the past 2 weeks did you do the activity(golf)?|active lifestyle
How many times in the past 2 weeks did you do the activity(tennis)?|active lifestyle
How many times in the past 2 weeks did you do the activity(bowling)?|active lifestyle
How many times in the past 2 weeks did you do the activity(biking or exercise cycling)?|active lifestyle
How many times in the past 2 weeks did you do the activity(swimming or water exercises)?|active lifestyle
How many times in the past 2 weeks did you do the activity(yoga)?|active lifestyle
How many times in the past 2 weeks did you do the activity(weight lifting or training)?|active lifestyle
How many times in the past 2 weeks did you do the activity(basketball)?|active lifestyle
How many times in the past 2 weeks did you do the activity(baseball or softball)?|active lifestyle
How many times in the past 2 weeks did you do the activity(football)?|active lifestyle
How many times in the past 2 weeks did you do the activity(soccer)?|active lifestyle
How many times in the past 2 weeks did you do the activity(volleyball)?|active lifestyle
How many times in the past 2 weeks did you do the activity(handball, racquetball, or squash)?|active lifestyle
How many times in the past 2 weeks did you do the activity(skating)?|active lifestyle
How many times in the past 2 weeks did you do the activity(skiing)?|active lifestyle
How many times in the past 2 weeks did you do the activity(rowing)?|active lifestyle
How many times in the past 2 weeks did you do the activity(surfing or boogieboarding)?|active lifestyle
How many times in the past 2 weeks did you do the activity(other_)?|active lifestyle
When you did this activity(walking for exercise), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(jogging or running), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(hiking), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(gardening or yard work), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(aerobics or aerobic dancing), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(other dancing), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(calisthenics or general exercise), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(golf), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(tennis), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(bowling), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(biking or exercise cycling), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(swimming or water exercises), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(yoga), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(weight lifting or training), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(basketball), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(baseball or softball), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(football), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(soccer), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(volleyball), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(handball, racquetball, or squash), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(skating), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(skiing), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(rowing), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(surfing or boodieboarding), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
When you did this activity(other_), did you have a small, medium, or large increase, or no increase at all in your heart rate or breathing?|physical capacity
Is the usual amount of activity you did in the past 2 weeks more, less, or about the same as your usual exercise habits over the past year?|physical capacity
During a usual week, about how often do you do physical exercise in your free time for at least 20 minutes without stopping, which is hard enough to make your heart rate and breathing increase a large amount?|active lifestyle
Where do you usually do these exercise activities(home)?|environment
Where do you usually do these exercise activities(work)?|environment
Where do you usually do these exercise activities(school, church, college or university facility)?|environment
Where do you usually do these exercise activities(park)?|environment
Where do you usually do these exercise activities(commercial facility or private club)?|environment
Where do you usually do these exercise activities(outside using no special facility)?|environment
